Datenbestand;Aktenzeichen/Registernummer;Markendarstellung;Aktenzustand
EM;"005630157";blue and white;Marke eingetragen
EM;"005630249";PROBENDI a network service business;Eintragung abgelaufen
EM;"005630256";Critical Governance;Eintragung abgelaufen
EM;"005630678";STOCK.XCHNG;Eintragung abgelaufen
EM;"005630686";STOCKXPERT;Eintragung abgelaufen
EM;"005631148";Sesamoid;Marke eingetragen
EM;"005631701";SceneCenter;Marke eingetragen
EM;"005632302";LOTUS QUICKR;Eintragung abgelaufen
EM;"005632401";FORCE UNLEASHED;Marke eingetragen
EM;"005632435";AVANQUEST PERFECTIMAGE;Eintragung abgelaufen
EM;"005632724";ABTASure;Marke eingetragen
EM;"005632773";MANGART;Eintragung abgelaufen
EM;"005632807";ServiceSource;Eintragung abgelaufen
EM;"005632831";ALLEGRO CL;Marke eingetragen
EM;"005632971";LINGOO;Marke eingetragen
EM;"005633102";EARTH DEFENCE FORCE;Marke eingetragen
EM;"005633334";VIDA - Variable Insurance Distance Accounting;Eintragung abgelaufen
EM;"005633532";AUROPHONIE;Marke eingetragen
EM;"005633797";e - locus;Eintragung abgelaufen
EM;"005634464";AZATAR;Eintragung abgelaufen
EM;"005634654";INFORMATICA;Anmeldung zurückgewiesen
EM;"005634721";expressivo;Anmeldung zurückgenommen
EM;"005634738";FAFNIR;Marke eingetragen
EM;"005634753";TECHNICAL EVENT;Anmeldung zurückgenommen
EM;"005635041";SOULCAST;Eintragung abgelaufen
EM;"005635206";Country Flat;Anmeldung zurückgenommen
EM;"005635388";MyLoad;Eintragung abgelaufen
EM;"005635412";DIRECTORSXPRESS;Marke eingetragen
EM;"005635511";PIXPRESS;Marke eingetragen
EM;"005635636";SceneCase;Marke eingetragen
EM;"005635751";Uguido;Eintragung abgelaufen
EM;"005635776";AVMAZZEGA;Eintragung abgelaufen
EM;"005635834";THE PHONE HOUSE YOUR PHONE YOUR WAY;Eintragung abgelaufen
EM;"005635842";NEWSTEO;Marke eingetragen
EM;"005635891";MAZZEGA;Eintragung abgelaufen
EM;"005635909";DIGWORKS;Anmeldung zurückgenommen
EM;"005635917";ZONG;Marke eingetragen
EM;"005636204";Greenstone;Eintragung abgelaufen
EM;"005636279";WHITE ENGINE;Marke eingetragen
EM;"005636436";iFORENSIC;Eintragung abgelaufen
EM;"005636592";CULTOON;Eintragung abgelaufen
EM;"005636832";TEDRA (Through Earth Digital Radio Appliance);Eintragung abgelaufen
EM;"005636841";BRINGIN' SEXY BACK;Eintragung abgelaufen
EM;"005637129";ROCKKIOSK;Eintragung abgelaufen
EM;"005637202";ROCKY BALBOA;Marke eingetragen
EM;"005637335";VILLANAO;Eintragung abgelaufen
EM;"005637913";IDAB WAMAC;Eintragung abgelaufen
EM;"005638002";DisklavierMusicStore;Marke eingetragen
EM;"005638234";MAIL-TEC by SATEC;Anmeldung zurückgenommen
EM;"005638697";CONSTELLA FUTURES;Eintragung abgelaufen
EM;"005638705";RISER;Eintragung abgelaufen
EM;"005638788";EXPATMONITOR;Anmeldung zurückgewiesen
EM;"005638853";FOR THE GAME. FOR THE WORLD.;Marke eingetragen
EM;"005638952";JURBOY;Anmeldung zurückgenommen
EM;"005639018";KOTSOVOLOS;Marke eingetragen
EM;"005639141";COOLBLOG;Anmeldung zurückgenommen
EM;"005639191";COOLPHONE;Anmeldung zurückgenommen
EM;"005639208";STANDARD & POOR'S SURVEILLANCE DESKTOP;Eintragung abgelaufen
EM;"005639331";COOLTUNES;Anmeldung zurückgenommen
EM;"005639372";COOLTRAVEL;Anmeldung zurückgenommen
EM;"005639431";ACCESS;Marke eingetragen
EM;"005639455";COOLSCHOOLS;Anmeldung zurückgenommen
EM;"005639463";TeleNav GPS Navigator;Anmeldung zurückgenommen
EM;"005639596";COOLBANK;Eintragung abgelaufen
EM;"005639638";openwork BPM;Marke eingetragen
EM;"005639745";BioMiddle;Marke eingetragen
EM;"005639761";SPG;Anmeldung zurückgenommen
EM;"005639778";SLUMBER PARTY GIRLS;Anmeldung zurückgenommen
EM;"005639851";KAH REPORT;Marke eingetragen
EM;"005639877";KAH INSPECT;Marke eingetragen
EM;"005640032";COOLTELETHON;Anmeldung zurückgenommen
EM;"005640107";THE MOBILITY LAB;Eintragung abgelaufen
EM;"005640123";HighTec-HighTouch;Eintragung abgelaufen
EM;"005640255";Mega Man Star Force;Marke eingetragen
EM;"005640271";SUPER GHOULS'N GHOSTS;Marke eingetragen
EM;"005640371";x2eve;Eintragung abgelaufen
EM;"005640388";WE SMS YOUR WORLD;Eintragung abgelaufen
EM;"005640784";European Business Coach;Anmeldung zurückgewiesen
EM;"005641758";Dianesse;Anmeldung zurückgenommen
EM;"005641766";BANKUNITY;Marke eingetragen
EM;"005641791";reVal Studio;Marke eingetragen
EM;"005641915";Multichannel Traffic Solution;Eintragung abgelaufen
EM;"005642111";NEWSGATOR;Eintragung abgelaufen
EM;"005642211";CERETOM;Marke eingetragen
EM;"005642228";BRAND BEING;Marke eingetragen
EM;"005642301";KEVITA;Marke eingetragen
EM;"005642434";THE CARPHONE WAREHOUSE YOUR PHONE YOUR WAY;Eintragung abgelaufen
EM;"005642459";KEROC;Marke eingetragen
EM;"005642483";De La Vega Prize;Eintragung abgelaufen
EM;"005642913";CAFPI;Marke eingetragen
EM;"005643218";KATIE'S PERFECT PONIES;Marke eingetragen
EM;"005643283";WOOSH;Anmeldung zurückgenommen
EM;"005643523";PHOTOSYNTH;Eintragung abgelaufen
EM;"005644158";NOA AUDIO SOLUTIONS;Marke eingetragen
EM;"005644448";FINANZIAMENTO;Eintragung abgelaufen
EM;"005644844";A LITTLE BIT OF SATELLITE GOES A LONG WAY;Eintragung abgelaufen
EM;"005644893";TeamSensor;Eintragung abgelaufen
EM;"005645122";NeuroSyn;Eintragung abgelaufen
EM;"005645254";QinetiQ IndEX;Anmeldung zurückgenommen
EM;"005645312";NEUROLOGICA;Anmeldung zurückgewiesen
EM;"005645395";DIGIMEDO;Eintragung abgelaufen
EM;"005645437";MICROCOR;Eintragung abgelaufen
EM;"005645452";OMNIRADIO;Eintragung abgelaufen
EM;"005645511";TRATEC;Marke eingetragen
EM;"005645718";STEADYBODY;Marke eingetragen
EM;"005645882";PHITEK;Marke eingetragen
EM;"005646005";LFX;Eintragung abgelaufen
EM;"005646039";MASTERCARD;Marke eingetragen
EM;"005646121";Silicon Partner;Eintragung abgelaufen
EM;"005646245";NETANALYST;Anmeldung zurückgewiesen
EM;"005646351";DER SCHMUCKKANAL;Eintragung abgelaufen
EM;"005646443";SUPERAGENT;Eintragung abgelaufen
EM;"005646583";GAME MAKER;Anmeldung zurückgewiesen
EM;"005646591";KALASHNIKOV;Eintragung abgelaufen
EM;"005646617";AK47;Eintragung abgelaufen
EM;"005646716";MOTORATI;Eintragung abgelaufen
EM;"005646724";gamesindustry.biz;Anmeldung zurückgenommen
EM;"005646765";EUROGAMER;Marke eingetragen
EM;"005647185";Bluetrek Tattoo;Anmeldung zurückgenommen
EM;"005647565";YOUGAMERS;Eintragung abgelaufen
EM;"005647649";AdPhone;Eintragung abgelaufen
EM;"005647672";PERFECT LEAN MARKET;Eintragung abgelaufen
EM;"005647821";dF domainFACTORY;Eintragung abgelaufen
EM;"005648308";DIGIPEN;Marke eingetragen
EM;"005648829";TIKI;Eintragung abgelaufen
EM;"005648861";Living surface;Marke eingetragen
EM;"005649157";CELLCRYPT;Marke eingetragen
EM;"005649389";MEDIA EXCHANGE;Marke eingetragen
EM;"005649454";ADSTATE;Marke eingetragen
EM;"005649462";SYNCHROSCIENCE;Eintragung abgelaufen
EM;"005649521";TORQ;Eintragung abgelaufen
EM;"005649561";SESSION;Anmeldung zurückgenommen
EM;"005649595";QIBSAT;Eintragung abgelaufen
EM;"005649711";MOO;Marke eingetragen
EM;"005649785";Music Hall;Anmeldung zurückgewiesen
EM;"005650304";BYTEC;Marke eingetragen
EM;"005650403";Funvertising;Eintragung abgelaufen
EM;"005650502";XInotes;Anmeldung zurückgenommen
EM;"005650684";TRUSTOFFICE;Eintragung abgelaufen
EM;"005650941";SPICTO;Eintragung abgelaufen
EM;"005651071";ADDICI;Marke eingetragen
EM;"005651112";FTMax;Marke eingetragen
EM;"005651385";PowerStorage;Anmeldung zurückgenommen
EM;"005651492";AUTOXPRESS;Marke eingetragen
EM;"005651666";MOSTLY MOZART;Marke eingetragen
EM;"005651773";MyEpiCentre;Eintragung abgelaufen
EM;"005651872";Target Content Planning;Eintragung abgelaufen
EM;"005651906";WEB.Consumer;Eintragung abgelaufen
EM;"005651922";Bridgespinner;Eintragung abgelaufen
EM;"005651963";Bridge Tablet;Eintragung abgelaufen
EM;"005652201";VARIOX;Eintragung abgelaufen
EM;"005652839";YOOGET;Eintragung abgelaufen
EM;"005652896";Virtual Bridge Club;Eintragung abgelaufen
EM;"005653191";OW2 Consortium;Eintragung abgelaufen
EM;"005653399";AIRLINE;Marke eingetragen
EM;"005653548";EXTERIOR PORTFOLIO;Marke eingetragen
EM;"005653696";MPOLLS;Eintragung abgelaufen
EM;"005653944";SYNAM;Eintragung abgelaufen
EM;"005653993";GEOstrip Systems;Anmeldung zurückgenommen
EM;"005654017";ONE TRIGGERS TWO;Eintragung abgelaufen
EM;"005654025";ONE TRIGGERS OTHER;Eintragung abgelaufen
EM;"005654033";TRAILING STOPS;Anmeldung zurückgewiesen
EM;"005654041";CONTINGENT ORDERS;Anmeldung zurückgewiesen
EM;"005654058";ONE CANCELS OTHER;Anmeldung zurückgewiesen
EM;"005654116";ELOS;Marke eingetragen
EM;"005654141";SYNIM;Eintragung abgelaufen
EM;"005654207";hongihongi;Eintragung abgelaufen
EM;"005654264";EMOS;Marke eingetragen
EM;"005654389";SüdKA;Marke eingetragen
EM;"005654397";SystemDesk;Marke eingetragen
EM;"005654521";INTESA SANPAOLO NOVA;Marke eingetragen
EM;"005654546";WAVEMASTER;Eintragung abgelaufen
EM;"005654736";FLEXMOR;Anmeldung zurückgenommen
EM;"005654901";THERMOSAFE;Marke eingetragen
EM;"005655188";Travel2point0;Eintragung abgelaufen
EM;"005655246";PUZZLER SUDOKU;Eintragung abgelaufen
EM;"005655345";SILICONFORM;Marke eingetragen
EM;"005655352";WI-GUARD;Eintragung abgelaufen
EM;"005655361";PERTMASTER;Anmeldung zurückgewiesen
EM;"005655485";ATLANTIC COMEDY;Eintragung abgelaufen
EM;"005655493";EURILOGIC;Eintragung abgelaufen
EM;"005655881";ÁLVARO BAUTISTA;Marke eingetragen
EM;"005656095";Euromaster;Eintragung abgelaufen
EM;"005656285";E-VENTFLO;Eintragung abgelaufen
EM;"005656467";Call-Sisters;Anmeldung zurückgenommen
EM;"005656533";MEDSTATION;Marke eingetragen
EM;"005656566";ErgoBud;Eintragung abgelaufen
EM;"005656616";COSMO DIET CLUB;Eintragung abgelaufen
EM;"005656665";QUATTROMED;Marke eingetragen
EM;"005656764";INTERAGENS;Eintragung abgelaufen
EM;"005656772";SUSTAINABLE COMFORT;Marke eingetragen
EM;"005656781";flatfox;Eintragung abgelaufen
EM;"005656806";NOITAVONNI;Eintragung abgelaufen
EM;"005657168";Snap & Click;Eintragung abgelaufen
EM;"005657184";FotoInsight;Eintragung abgelaufen
EM;"005657333";QUALITEL;Marke eingetragen
EM;"005657549";MONKEY MUSIC;Marke eingetragen
EM;"005657812";Eset Smart Security;Marke eingetragen
EM;"005657929";EBIZZ FORCE;Anmeldung zurückgenommen
EM;"005658125";MAGIC MIRROR;Marke eingetragen
EM;"005658141";VIRACAM;Marke eingetragen
EM;"005658224";AquaDialog;Marke eingetragen
EM;"005658232";PDES;Marke eingetragen
EM;"005658448";SIMPLY UNUM;Marke eingetragen
EM;"005658505";FRED;Marke eingetragen
EM;"005658786";YEOMAN;Eintragung abgelaufen
EM;"005658943";UNUM GROUP;Marke eingetragen
EM;"005659032";TIS PL;Eintragung abgelaufen
EM;"005659172";TIS-PL;Eintragung abgelaufen
EM;"005659446";ORANGE FREE;Verzicht auf Eintragung
EM;"005659685";time2me;Eintragung abgelaufen
EM;"005659727";TimeTag;Anmeldung zurückgenommen
EM;"005659751";ZIZONE;Marke eingetragen
EM;"005659768";saving time for your life;Anmeldung zurückgewiesen
EM;"005660089";V-boyfriend;Eintragung abgelaufen
EM;"005660402";HOULIHAN LOKEY HOWARD & ZUKIN;Eintragung abgelaufen
EM;"005660675";DisplayOp;Marke eingetragen
EM;"005661129";JuiceCaster;Anmeldung zurückgewiesen
EM;"005661178";FIXAR;Marke eingetragen
EM;"005661483";mobiJoint;Eintragung abgelaufen
EM;"005661632";OMNIFONE;Eintragung abgelaufen
EM;"005661756";moowinx;Eintragung abgelaufen
EM;"005661764";TripMix;Eintragung abgelaufen
EM;"005661889";QUICKR;Eintragung abgelaufen
EM;"005661905";VARO;Marke eingetragen
EM;"005662201";SMART MOBILE;Eintragung abgelaufen
EM;"005662622";HELIOS;Anmeldung zurückgenommen
EM;"005662697";DE TOUT UN PEU;Marke eingetragen
EM;"005662713";Dragon Mobile;Eintragung abgelaufen
EM;"005662945";docjob24;Anmeldung zurückgenommen
EM;"005662952";imc;Marke eingetragen
EM;"005663331";DRAGON'S LAND;Marke eingetragen
EM;"005663422";3R;Anmeldung zurückgewiesen
EM;"005663513";CELTIX;Anmeldung zurückgenommen
EM;"005663571";knowline;Anmeldung zurückgenommen
EM;"005663621";UNIVERSE AT WAR: EARTH ASSAULT;Eintragung abgelaufen
EM;"005663695";XMMICRO;Eintragung abgelaufen
EM;"005663711";INTERWRITE WORKSPACE;Eintragung abgelaufen
EM;"005663729";INTERWRITE RESPONSE;Eintragung abgelaufen
EM;"005664181";BEDTIME SAFARI;Anmeldung zurückgenommen
EM;"005664404";STABIL-O-GRAPH;Marke eingetragen
EM;"005664461";EIGEN;Eintragung abgelaufen
EM;"005664495";MY LION;Eintragung abgelaufen
EM;"005664537";CryoNHOST;Eintragung abgelaufen
EM;"005664677";AutoBlend;Marke eingetragen
EM;"005664792";ELEVATOR GAMES;Eintragung abgelaufen
EM;"005664933";ALTWORX;Marke eingetragen
EM;"005664958";MOBISUD;Eintragung abgelaufen
EM;"005665294";Green Santa;Eintragung abgelaufen
EM;"005665377";SYSTEM 1;Anmeldung zurückgewiesen
EM;"005665575";SELEC;Anmeldung zurückgewiesen
EM;"005665591";FINAL TOUCH;Marke eingetragen - Löschung anhängig
EM;"005665708";ITUNES STORE;Marke eingetragen - Löschung anhängig
EM;"005665716";ACE;Eintragung abgelaufen
EM;"005665765";SPACES;Marke eingetragen
EM;"005665849";XRAY;Anmeldung zurückgenommen
EM;"005665963";LAGARDERE PUBLICITE;Verzicht auf Eintragung
EM;"005666227";VON DER IDEE BIS ZUM PROTOTYP;Anmeldung zurückgewiesen
EM;"005666359";LFS;Eintragung abgelaufen
EM;"005666391";LUXNEXT;Eintragung abgelaufen
EM;"005667274";making learning work by taking work to learning and learning to work;Eintragung abgelaufen
EM;"005667399";1000eyes;Marke eingetragen
EM;"005667647";SPLEAK;Eintragung abgelaufen
EM;"005667704";TS PHARMA;Eintragung abgelaufen
EM;"005668009";CORPDRIVE PRONET;Eintragung abgelaufen
EM;"005668033";CORPDRIVE OFFICE;Eintragung abgelaufen
EM;"005668041";FTronik;Eintragung abgelaufen
EM;"005668124";CORPDRIVE DESK;Eintragung abgelaufen
EM;"005668249";MAWASKES;Anmeldung zurückgenommen
EM;"005668348";solarhydrogenlink;Anmeldung zurückgenommen
EM;"005668843";HIFN;Marke eingetragen
EM;"005669676";WIFIBINGO;Anmeldung zurückgewiesen
EM;"005669759";VOM PROTOTYP ZUM PRODUKT;Anmeldung zurückgewiesen
EM;"005669809";IRLEN;Marke eingetragen
EM;"005669932";Message Business;Eintragung abgelaufen
EM;"005669957";BINDAR;Eintragung abgelaufen
EM;"005670021";BINDAR HIGH PROJECT;Eintragung abgelaufen
EM;"005670062";SEAWIDE;Eintragung abgelaufen
EM;"005670071";BINDAR CASH MANAGEMENT;Eintragung abgelaufen
EM;"005670229";DONE;Marke eingetragen
EM;"005670864";Enterprise neo;Eintragung abgelaufen
EM;"005671151";ANTHOS;Marke eingetragen
EM;"005671268";THE SMALLS;Marke eingetragen
EM;"005671318";CROPALERT;Marke eingetragen
EM;"005671334";GENERSYS;Eintragung abgelaufen
EM;"005671466";IT'S GOOD TO BE BAD;Eintragung abgelaufen
EM;"005671482";EXIST IN YOUR WORLD, LIVE IN OURS;Eintragung abgelaufen
EM;"005671681";uxcit;Eintragung abgelaufen
EM;"005671722";SUMMERITES;Eintragung abgelaufen
EM;"005671731";SUMMER RITES;Eintragung abgelaufen
EM;"005671912";OZ;Eintragung abgelaufen
EM;"005672175";PlayFunds;Marke eingetragen
EM;"005672258";IGOALS;Eintragung abgelaufen
EM;"005672308";BorderNet;Eintragung abgelaufen
EM;"005672464";PERFIX;Marke eingetragen
EM;"005672548";cfx;Eintragung abgelaufen
EM;"005672688";VOM PRODUKT ZUM MARKT;Anmeldung zurückgewiesen
EM;"005673264";OPEN WiMAX;Anmeldung zurückgewiesen
EM;"005673521";EDITA;Marke eingetragen
EM;"005673637";Dr. Weickmann;Anmeldung zurückgenommen
EM;"005673785";working food;Eintragung abgelaufen
EM;"005673868";WISHINGTOOTH;Marke eingetragen
EM;"005674081";OXIGED;Eintragung abgelaufen
EM;"005674271";SLIDESTAR;Eintragung abgelaufen
EM;"005674437";MES GARANTIES.COM;Anmeldung zurückgenommen
EM;"005674478";GLOBEBOND;Marke eingetragen
EM;"005674536";RIVERDOCS;Eintragung abgelaufen
EM;"005674692";COMMUNITOWER;Anmeldung zurückgenommen
EM;"005675137";pCon.;Eintragung abgelaufen
EM;"005675236";STORM;Marke eingetragen
EM;"005675301";EasternGraphics;Eintragung abgelaufen
EM;"005675442";POLO GROUNDS;Eintragung abgelaufen
EM;"005675616";TIS;Eintragung abgelaufen
EM;"005675624";TS SiOL;Marke eingetragen
EM;"005675632";TS Planet;Eintragung abgelaufen
EM;"005675641";TS Avtenta;Eintragung abgelaufen
EM;"005675657";TS Teledat;Eintragung abgelaufen
EM;"005675665";TS GVO;Eintragung abgelaufen
EM;"005675673";TS On.net;Eintragung abgelaufen
EM;"005675756";x-HIS;Marke eingetragen
EM;"005675772";TS IPKO Net;Eintragung abgelaufen
EM;"005675806";TWONAV;Marke eingetragen
EM;"005675814";TS Blicnet;Marke eingetragen
EM;"005675848";TS Telekom Slovenije;Marke eingetragen
EM;"005675855";TS Telekom Slovenia;Eintragung abgelaufen
EM;"005675863";iNetPod;Anmeldung zurückgenommen
EM;"005675871";TS Mobitel;Eintragung abgelaufen
EM;"005675921";TS Telekom;Marke eingetragen
EM;"005676127";WORLDCUT;Marke eingetragen
EM;"005676317";EVERYBODY, EVERYWHERE;Anmeldung zurückgewiesen
EM;"005676374";SPACEMATIX;Eintragung abgelaufen
EM;"005676416";OPENRIDE;Anmeldung zurückgenommen
EM;"005676424";BT TRADESPACE;Marke eingetragen
EM;"005676622";TRAUMA CENTER;Eintragung abgelaufen
EM;"005677191";Etui;Eintragung abgelaufen
EM;"005677216";EXPERIENTIA;Marke eingetragen
EM;"005677265";CREARE;Marke eingetragen
EM;"005677331";TYCOON;Marke eingetragen
EM;"005677455";enautic;Marke eingetragen
EM;"005678024";PETER JONES' TYCOON;Anmeldung zurückgenommen
EM;"005678172";TYCOON ACADEMY;Anmeldung zurückgenommen
EM;"005678271";CELEBRITY TYCOON;Anmeldung zurückgenommen
EM;"005678362";SCRIGNOfacile;Marke eingetragen
EM;"005678479";TESLA;Widerspruch eingelegt
EM;"005678701";MO'ZIK;Eintragung abgelaufen
EM;"005678776";Textmymedia.com;Eintragung abgelaufen
EM;"005678941";LOGI-PRO ENTREPRISES;Eintragung abgelaufen
EM;"005679006";TRANCEMEDITATION;Eintragung abgelaufen
EM;"005679031";MarkenRegie;Eintragung abgelaufen
EM;"005679162";TAXCORNER;Marke eingetragen
EM;"005679451";JUSTTECHJOBS;Eintragung abgelaufen
EM;"005679469";JUSTTECHJOBS.COM;Eintragung abgelaufen
EM;"005679741";id.air;Marke eingetragen
EM;"005679841";Frogster;Eintragung abgelaufen
EM;"005680269";TRUST NOTHING LESS;Anmeldung zurückgewiesen
EM;"005680491";PRESTIGE ASSISTANCE FROM RAC;Eintragung abgelaufen
EM;"005680582";CARMEN'S LOVE;Marke eingetragen
EM;"005680591";EssentXpress;Eintragung abgelaufen
EM;"005680749";MMX;Marke eingetragen
EM;"005680889";MONKEYSLUM;Eintragung abgelaufen
EM;"005681051";MACARON;Eintragung abgelaufen
EM;"005681077";jobsworth;Eintragung abgelaufen
EM;"005681127";European Association of Translumenal Surgery - EATS;Eintragung abgelaufen
EM;"005681267";Vitness;Eintragung abgelaufen
EM;"005681283";MODULCAMFLEX;Eintragung abgelaufen
EM;"005681291";reVind;Eintragung abgelaufen
EM;"005681317";Vorkout;Eintragung abgelaufen
EM;"005681325";Varehouse;Eintragung abgelaufen
EM;"005681333";Vildcard;Eintragung abgelaufen
EM;"005681341";Vedding;Eintragung abgelaufen
EM;"005681358";Vhisper;Eintragung abgelaufen
EM;"005681374";SMART FILTERING;Anmeldung zurückgenommen
EM;"005681432";MOVING FORWARD FASTER;Marke eingetragen
EM;"005681457";MARVELL;Marke eingetragen
EM;"005681523";CIENA;Marke eingetragen
EM;"005681572";Vhistle;Eintragung abgelaufen
EM;"005681754";Web 'n' Walk Express Card;Eintragung abgelaufen
EM;"005681853";Web 'n' Walk Box;Eintragung abgelaufen
EM;"005681961";Videscope;Eintragung abgelaufen
EM;"005682091";CRE8TXT;Anmeldung zurückgenommen
EM;"005682191";NORWICH UNION DISTINCT;Eintragung abgelaufen
EM;"005682241";DISTINCT;Marke eingetragen
EM;"005682331";SCRIGNOGesTes;Marke eingetragen
EM;"005682406";SCRIGNOPago Facile;Marke eingetragen
EM;"005682778";iCruise;Anmeldung zurückgenommen
EM;"005682794";iMortgage;Anmeldung zurückgenommen
EM;"005682802";iFinance;Anmeldung zurückgenommen
EM;"005682836";Mr.SEPA;Anmeldung zurückgenommen
EM;"005682844";iProperty;Anmeldung zurückgenommen
EM;"005683149";OCELLUS;Eintragung abgelaufen
EM;"005683222";VispoPay;Marke eingetragen
EM;"005683552";HOLD'EM BLACKJACK;Eintragung abgelaufen
EM;"005683867";RICH WITCH;Marke eingetragen
EM;"005683909";fansale;Marke eingetragen
EM;"005684311";ADM;Anmeldung zurückgenommen
EM;"005684394";CBM;Marke eingetragen
EM;"005684501";ARIEL DATA MANAGER;Marke eingetragen
EM;"005684592";poster.tv;Anmeldung zurückgenommen
EM;"005684634";ULTRACONCURRENT;Eintragung abgelaufen
EM;"005684808";SNOWBALL;Eintragung abgelaufen
EM;"005684931";ZOOX STATIONS;Eintragung abgelaufen
EM;"005685169";ZORORI;Marke eingetragen
EM;"005685268";EMMC;Anmeldung zurückgenommen
EM;"005685532";LOUIS HARRIS;Marke eingetragen
EM;"005685714";SEMpro;Eintragung abgelaufen
EM;"005685763";SEOpro;Anmeldung zurückgewiesen
EM;"005685771";ONSITEpro;Eintragung abgelaufen
EM;"005685961";i-RED;Anmeldung zurückgewiesen
EM;"005686019";BUSA;Eintragung abgelaufen
EM;"005686027";EFD;Anmeldung zurückgenommen
EM;"005686043";PERESYS;Marke eingetragen
EM;"005686241";ILION;Marke eingetragen
EM;"005686381";BIO JET FUEL;Anmeldung zurückgenommen
EM;"005686522";CLICKADVISOR;Eintragung abgelaufen
EM;"005686589";NOVE7 ATELIER D'AVOCATS;Eintragung abgelaufen
EM;"005686795";CJANS;Eintragung abgelaufen
EM;"005686985";GeoAutomation;Marke eingetragen
EM;"005687066";SIMUL;Anmeldung zurückgewiesen
EM;"005687074";on;Anmeldung zurückgenommen
EM;"005687421";iBedoo;Eintragung abgelaufen
EM;"005687439";biocomfort Health Manager;Eintragung abgelaufen
EM;"005687447";BUBBLE MOTION;Eintragung abgelaufen
EM;"005687504";FRUIT SHOOT 100%;Marke eingetragen
EM;"005687629";BUBBLETALK;Eintragung abgelaufen
EM;"005687728";PETERS RADIO;Eintragung abgelaufen
EM;"005687926";PTV;Marke eingetragen
EM;"005688205";KANTEGA;Marke eingetragen
EM;"005688262";MEDIKRO;Marke eingetragen
EM;"005688569";Colexon;Eintragung abgelaufen
EM;"005688651";GeNUScreen;Marke eingetragen
EM;"005688668";WINAMP;Marke eingetragen
EM;"005688676";CDON.COM;Marke eingetragen
EM;"005688775";protolight;Eintragung abgelaufen
EM;"005688941";VIAPEN;Marke eingetragen
EM;"005689054";GeNUGate;Marke eingetragen
EM;"005689062";CRUSH;Marke eingetragen
EM;"005689096";MSC SimXpert;Marke eingetragen
EM;"005689104";KILLING DAY;Eintragung abgelaufen
EM;"005689252";SECURESYNC;Marke eingetragen
EM;"005689526";VOTIVATION;Eintragung abgelaufen
EM;"005689773";SPHERE;Marke eingetragen
EM;"005689815";cyc.motive;Marke eingetragen
EM;"005689849";VIRAGO;Marke eingetragen
EM;"005689856";PHARMALIA;Marke eingetragen
EM;"005689872";BOX MOBILE;Eintragung abgelaufen
EM;"005690334";tato.net;Anmeldung zurückgenommen
EM;"005690681";Digital Wide;Anmeldung zurückgewiesen
EM;"005691126";BA CA;Eintragung abgelaufen
EM;"005691134";TALK!;Anmeldung zurückgewiesen
EM;"005691142";ZOOX;Eintragung abgelaufen
EM;"005691175";SQID;Marke eingetragen
EM;"005691191";CHUGGINGTON;Marke eingetragen
EM;"005691258";FUTUROS;Anmeldung zurückgenommen
EM;"005691357";TALK THE TALK;Marke eingetragen
EM;"005691415";NINJAPROBE;Marke eingetragen
EM;"005691464";MathFinance;Eintragung abgelaufen
EM;"005691472";TrialStat;Marke eingetragen
EM;"005691621";STRI;Marke eingetragen
EM;"005691662";PRESENSE;Marke eingetragen
EM;"005692091";SOUNDER;Eintragung abgelaufen
EM;"005692165";BANKS RACING;Anmeldung zurückgenommen
EM;"005692223";SMART STUFF. DONE WELL.;Eintragung abgelaufen
EM;"005692298";Cirquent;Marke eingetragen
EM;"005692471";Casablanca Liberty;Eintragung abgelaufen
EM;"005692603";BLACKBERRY CYPHER;Eintragung abgelaufen
EM;"005692744";DIFESTA;Eintragung abgelaufen
EM;"005692892";OBJECTIVITY;Marke eingetragen
EM;"005692901";THE WORLDWIDE WORKSPACE;Eintragung abgelaufen
EM;"005693023";mmt münchner medizintechnik;Eintragung abgelaufen
EM;"005693247";KPI Management;Anmeldung zurückgewiesen
EM;"005693338";DRINXBANK;Eintragung abgelaufen
EM;"005693445";OK FORWARDING;Anmeldung zurückgenommen
EM;"005693536";CellBrowser;Eintragung abgelaufen
EM;"005693676";BLINKIPEDIA;Anmeldung zurückgenommen
EM;"005694047";CLM ORCHESTRATOR;Eintragung abgelaufen
EM;"005694344";MY CO2;Anmeldung zurückgenommen
EM;"005694872";WEBFETTI;Marke eingetragen
EM;"005695234";COMPETENCE ON;Eintragung abgelaufen
EM;"005696208";QinetiQ iX;Eintragung abgelaufen
EM;"005696588";yourcha;Eintragung abgelaufen
EM;"005697024";XQueue;Eintragung abgelaufen
EM;"005697396";HS-Vision;Eintragung abgelaufen
EM;"005697461";MULTI-STIM;Eintragung abgelaufen
EM;"005697537";ID-Vision;Eintragung abgelaufen
EM;"005697545";FS-Vision;Eintragung abgelaufen
EM;"005697552";TG-Vision;Eintragung abgelaufen
EM;"005697628";CellMuseum;Eintragung abgelaufen
EM;"005697727";ANTAGOMIR;Anmeldung zurückgenommen
EM;"005697751";SYNCMESH;Anmeldung zurückgenommen
EM;"005698352";STEVE MCQUEEN;Marke eingetragen
EM;"005698394";SOLA;Marke eingetragen
EM;"005698444";INNOVABILITY;Eintragung abgelaufen
EM;"005698576";SHARK FINESSE;Marke eingetragen
EM;"005699079";IMOTIONS;Eintragung abgelaufen
